hal_id,title,domain,lang
hal-01299865,Les souffrances identitaires ou la difficulté d'être soi-même,scco,fr
hal-01299868,Fonctions pédagogiques et implications énonciatives de ressources professorales multimodales. Le cas de la bimanualité et de l'ubiquité coénonciative,shs,fr
hal-01349499,Le permafrost de montagne et les processus géomorphologiques associés : évolutions récentes dans les Alpes françaises,sde,fr
hal-01349577,Conception et intégration sur céramique d’une structure filtre-antenne pour les communications haut-débit à 60GHz,spi,fr
hal-01799434,Etude du développement des compétences alimentaires et langagières chez des enfants nés prématurés arrivant à 2 ans. Effets à moyen terme de la prématurité sur l'évolution de l'oralité et la relation mère-enfant,sdv,fr
hal-01799511,L'arbitrage féminin au football,shs,fr
tel-01749387,"Étude, modélisation et mise en oeuvre de convertisseurs DC-DC isolés multiport et modulaires",spi,fr
tel-01749394,Dosimétrie in vivo intracavitaire basée sur la luminescence stimulée optiquement de l'Al2O3:C dédiée à la curiethérapie,phys,fr
tel-01749400,Effets d'expositions métalliques simples ou multiples à différentes températures chez Gammarus pulex : approche multi-marqueurs et perspectives en bioévaluation,spi,fr
tel-01749402,Réhabilitation des sols pollués par les éléments traces métalliques grâce aux bactéries du sol associées à la rhizosphère de Miscanthus x giganteus,spi,fr
tel-01749408,Approche ontologie pour l'intégration des entreprises distribuées,shs,fr
tel-01599827,Contribution à la formalisation et à la vérification des diagrammes dynamiques UML2 à base des réseaux de Petri,info,fr
hal-02156117,"Lima l'horrible, Sebastián Salazar Bondy",shs,es
hal-02406148,"Quelques remarques à propos d'<i>Amers</i>, de Saint-John Perse",shs,ca
hal-02406165,Préface,shs,fr
halshs-02207310,Des rapports entre la réticence dolosive et l'erreur inexcusable,shs,fr
hal-02006182,Des nouvelles d'en haut,sde,fr
tel-02006241,Étude théorique des phénomènes de transport intracellulaire hors-équilibre thermodynamique : rôle du couplage entre transport actif et diffusif en volume confiné.,phys,fr
halshs-02506649,Le vague au prisme du sens commun,shs,fr
halshs-02457180,La mise en œuvre du droit à la validation des acquis de l’expérience,shs,fr
hal-02056005,Recherche en éthique du marketing: thèmes récurrents et émergents,shs,fr
halshs-02056017,Egal ne veut pas dire semblable… Comment les entreprises interprètent l’inversion du genre,shs,fr
tel-02056022,Analyse spatiale des sols en vue de leur gestion précise et de leur surveillance,sdv,fr
halshs-02261597,"Chronique L'action extérieure de l'Union européenne - Le Conseil européen des 25 et 26 juin 2015, un rendez-vous manqué pour l'avenir de la PSDC ?",shs,fr
halshs-02261628,Chronique Jurisprudence administrative française intéressant le droit de l'Union européenne - Source du régime juridique et encadrement procédural du retrait d'une aide européenne indûment versée,shs,fr
halshs-02261643,Bibliographie - VAN WAEYENBERGE (A.). - Nouveaux instruments juridiques de l'Union européenne. Évolution de la méthode communautaire,shs,fr
tel-02007018,Étude du comportement en fluage à 2500K de filaments en tungstène de lampes à incandescence,phys,fr
tel-02007022,Caractérisation des protéines allergéniques de la graine et de l'huile de tournesol (Helianthus annuus),sdv,fr
halshs-02208849,Quand les phases du jeu sportif commandent une approche plus casuistique de la garde commune,shs,fr
hal-02406917,Apprendre à réguler l'apport des graisses dans son alimentation. Analyse d’une expérience menée à la Réunion auprès de 157 élèves de 4ème et 3ème en utilisant les « nids d’apprentissage »,shs,fr
tel-01906599,Bandes interdites d’ondes de flexion dans une méta-plaque composite : effet de finitude de la structure et des dispersions de fabrication,phys,fr
halshs-01906668,"La bibliothèque d'Iris, regard sur le passé des sciences modernes",shs,fr
halshs-02208943,Entre confusion et résolution,shs,fr
halshs-02208960,Nature et régime du recours contre l'ordonnance rendue au visa de l'article 1441-4 du NCPC,shs,fr
hal-02457405,Mise en évidence par granularité en lumière blanche de phénomènes de multilocalisation de la déformation pour les bétons de poudres réactivessollicités en traction,spi,fr
hal-02357449,Coupled heat and mass transfer model dedicated to bread baking with ohmic technology,spi,en
cea-02506797,Modelisation du comportement electrochimique du plutonium en milieu acide nitrique,phys,fr
cea-02506802,Développement d'un microsystème de micro liquide à interfaces stabilisées par patterning hydrophobe/hydrophile résistant pour l'analyse des radionucléides,phys,fr
hal-02058764,7 milliards d’hommes: les enjeux migratoires en Europe,shs,fr
hal-02159153,Les Desastres de la guerra à la lumière du droit de guerre et du droit international européen (XVIIIe-XIXe s.) : crime de guerre et tragédie de la culture,shs,fr
tel-02459659,Impact d’une exposition au fer sur l’axe S1P/S1PR dans la lignée ostéoblastique humaine MG-63,sdv,fr
hal-02309533,Dérivation d'une mesure vectorielle sur un intervalle,spi,fr
tel-02409369,Contrôle de l'homogénéité et de la composition en indium dans les nanofils InGaN synthétisés par HVPE,phys,fr
hal-02508572,Trois expériences d'apprentissage par les problèmes,info,fr
dumas-02459204,Sclérose en plaques : la maladie et les avancées thérapeutiques,sdv,fr
hal-02109041,Puissance(s) créatrice(s) du fragment et poïétique de l'écriture,shs,fr
halshs-02213906,L'existence d'un devoir de conseil du banquier,shs,fr
halshs-02213929,Démocratie (participative) et fin de vie : publication de l'« avis citoyen »,shs,fr
halshs-02213940,"Les directives européennes, les lois de police de transposition et leur application aux contrats internationaux",shs,fr
halshs-02008992,Homo/persona. Archéologie antique de la personne,shs,fr
dumas-01958529,"Quelle optimisation possible de la prise en charge médicale des patients, en post-opératoire, par le médecin généraliste dans un service de Neurochirurgie ?",sdv,fr
hal-02508597,Etude expérimentale et numérique d'un écoulement dans une chambre à combustion de laser chimique,spi,fr
hal-02508599,"Etude expérimentale de deux écoulements gazeux plans supersoniques, de vitesse et de températures différentes",spi,fr
hal-02158786,Implémentation d'un flot de données MIDI sur RTP,info,fr
dumas-02158809,Les génériques au comptoir : qu’en pensent les patients ?,sdv,fr
hal-02059224,"Akenou-Breizh, un projet de plate-forme valorisant des ressources et outils informatiques et linguistiques pour le breton",info,fr
halshs-02216102,Droits et libertés corporels,shs,fr
hal-02110136,RISQUES PROFESSIONNELS ET RÉGULATION COMPORTEMENTALE CHEZ LES ÉLECTRICIENS TST ET HTA,scco,fr
hal-02265525,Effet de la substitution totale du soja dans un aliment à bas taux protéique chez le poulet de chair en finition,sdv,fr
hal-02460103,Fabrication par lithographie de nanostructures pour la microscopie optique en champ proche,spi,fr
hal-02460118,Utilisation de nouvelles sondes polymères pour l'étude d'échantillons par SNOM.,spi,fr
halshs-02216235,Un cas d'application de la loi nouvelle aux contrats en cours devant le Conseil constitutionnel,shs,fr
hal-01909285,RECONSTRUCTION OF THE 3D CRACK PROFILE IN WOOD BASED STRUCTURES BY X-RAY COMPUTED MICROTOMOGRAPHY,spi,en
hal-01909347,Etude de la régulation du transfert d'éléments intégratifs conjugatifs chez Streptococcus thermophilus,sdv,fr
tel-02509609,Etude des facteurs de risque génétiques et des interactions gène-environnement dans les cancers différenciés de la thyroïde,sdv,fr
tel-01959087,Sur le contrôle optimal des équations de diffusion et onde fractionnaires en temps à données incomplètes,sdv,fr
hal-01959092,Implémentation de l'outil décisionnel BI et impacts sur les axes stratégiques de l'entreprise,shs,fr
tel-01959104,Mesure des propriétés du boson de Higgs via ses désintégrations en 4 leptons dans le détecteur CMS dans les collisions pp à 13 TeV au LHC,phys,fr
dumas-01959128,"Vers une nouvelle participation citoyenne ? Analyse des nouveaux outils mis en place à l'occasion du débat « Nantes, la Loire et nous »",shs,fr
hal-02009751,A Simple Way to Obtain Self-Biased Barium Ferrite Magnets,spi,en
tel-02009826,Prise de Décision et Possibilités d'action : La théorie des affordances à l'épreuve du dépassement automobile,scco,fr
tel-02009847,La texturation par detente instantannée [sic] controlée DIC dans le developpements [sic] de nouvelles opérations d’extraction d’huiles des graines oleagineuses,spi,fr
hal-02409735,"L'action culturelle et l'entreprise à annecy, 69 p. ronéotypées + annexes",shs,fr
hal-02159924,"Travail(s), santé et usages de substances psychoactives",shs,fr
hal-01959178,Escalade et droit,shs,fr
hal-01908908,Calcul des opérateurs d'impédance en Interaction Sol-Structure: méthode éléments de frontière accélérée par méthode multipôle rapide,spi,fr
hal-02409554,Dynamique de l’antibiorésistance dans un petit fleuve urbain en lien avec les conditions hydrologiques et hydrochimiques,sde,fr
hal-02009710,L'algorithmique et la programmation pour la construction du sens de la division euclidienne,info,fr
tel-02159384,Histoire de la ville blanche de Tel-Aviv : l'adaptation d'un site moderne et de son architecture,shs,fr
halshs-02215512,La sanction de l'inexécution d'une obligation contractuelle : l'abus de confiance ?,shs,fr
cea-02509169,Corrosion galvanique du magnesium avec le graphite en presence de chlorures,phys,fr
cea-02509182,Simulation numérique du process de soudage,phys,fr
cea-02509251,"Strategies specialisees d'acquisition de pigments rouges durant le Chatelperronien de la grotte du Renne a Arcy-sur-Cure (Yonne, France)",phys,fr
tel-02265292,Recherche des désintégrations violant la saveur leptonique Bs -> tµ et Bd -> tµ avec l'expérience LHCb,phys,fr
hal-02458811,Entre théorie et pratique : analyse comparative de deux établissements de formation de professeurs de musique en conservatoire en France et en Suisse,shs,fr
hal-01908149,Valeurs et symboles de la République : comment la représenter ?,shs,fr
hal-01726206,Construction d’arbres binaires de partitions multi-critères pour la segmentation d’images,info,fr
dumas-01908104,Rhumatisme articulaire aigu : focus immunologique en zone endémique - cas particulier de la Polynésie française,sdv,fr
hal-01908115,« Quelle(s) représentation(s) des massacres du XXe siècle dans les manuels d’histoire de l’école primaire ? »,shs,fr
hal-02109491,« Les animaux dans la poésie de Michel d’Amboise »,shs,fr
halshs-02215080,La renonciation à se prévaloir du caractère propre d'un bien lors de la dissolution du régime : un cas inavoué d'abandon de la propriété ?,shs,fr
hal-00138543,"Statistique de la variable aléatoire L(sym2f,1)",math,fr
hal-01461111,"Les sols du site de Pleine-Fougères: leurs caractéristiques, leur organisation, Ieurs stocks de carbone",sde,fr
halshs-02214860,"L'ordre de la loi, l'autorisation de plaider et la diffamation",shs,fr
hal-02110261,Modélisation et extraction de la sémantique des trajectoires à partir de données multi-capteurs,info,fr
hal-02110284,Les bases du gestionnaire de version GIT. Gestion des branches et travail en équipe avec GIT. Perspectives sur les forges logicielles.,info,fr
hal-02460228,Le referendum d’entreprise ou le spectre de la démocratie illibérale,shs,fr
hal-02460250,Le champ d’application du crédit immobilier,shs,fr
hal-02460293,Quels indicateurs de circularité ?,spi,fr
tel-02059339,"Modélisation, simulation et optimisation d'un système de stockage à air comprimé couplé à un bâtiment et à une production photovoltaïque",phys,fr
hal-02059384,Cartographie des fronts de karstification,shs,fr
hal-02410079,Mieux comprendre ce qui influence la biodiversité végétale des espaces herbacés - Quelques résultats de travaux de recherche en écologie urbaine,sde,fr
hal-02410087,Calculs de puissance résiduelle pour le concept MSFR & Données nucléaires de décroissance,phys,fr
halshs-02216450,Droit du travail - Relations professionnelles,shs,fr
hal-02360617,Aging of coated TiO2 nanoparticles in oil-in-water emulsion : bactericidal toxicity,sdv,en
hal-02360318,Impacts liés aux pertes d'informations sur un processus communiquant et contrôlé en réseau,spi,fr
hal-02009795,Anisotropie magnétique statique et dynamique dans des films minces amorphes de FeCoB élaborés sous incidence oblique,spi,fr
tel-02159448,Composition des isotopes stables du molybdène dans les carbonates du Précambrien : affinement du proxy et applications paléo-environnementales,sdu,fr
hal-02159506,Retourner l'air : Rodin et l'espace intérieur rilkéen,shs,fr
hal-02509340,"Nouvelles techniques d'identification, nouveaux pouvoirs. Le cas de la biométrie",shs,fr
hal-02109974,Le vignoble malade des vignerons : structuration et diffusion d’un discours anti-vigneron en Champagne (1750-1840),shs,fr
halshs-02215893,La responsabilité des contractants à l'égard des tiers dans le projet de réforme de la responsabilité civile,shs,fr
halshs-02215901,L'état d'exception dans le droit commun ?,shs,fr
halshs-02215926,Le professeur et le premier ministre,shs,fr
halshs-02215941,Brèves observations sur l'éventuel futur article 1304-4 du code civil,shs,fr
tel-01260937,Réutilisation de composants logiciels pour l'outillage de DSML dans le contexte des MPSoC,info,fr
hal-02360431,Prise en compte des pertes dans un modèle MTL de câbles de transmission d’énergie,spi,fr
tel-01560956,Mesure de Matières En Suspension (MES) dans la colonne d'eau par combinaison de méthodes acoustiques et optiques,sdu,fr
hal-01959260,Analyse automatique FrameNet : une étude sur un corpus français de textes encyclopédiques,info,fr
halshs-02262992,Actualités de la bioéthique,shs,fr
halshs-02210403,Droit pénal,shs,fr
dumas-02407357,La santé bucco-dentaire chez les pratiquants de musculation et les conséquences de leur régime alimentaire,sdv,fr
hal-02007498,Le béton armé selon l'Eurocode 2,spi,fr
dumas-02307579,Gestion de l’accident ischémique transitoire de moins de 7 jours par les médecins généralistes de Haute-Savoie en 2019,sdv,fr
hal-01957193,"Présentation de Martin Gibert, Voir son steak comme un animal mort (2015)",shs,fr
hal-02357986,Repenser les dynamiques religieuses en Afrique : Approche par les « pratiques privées,shs,fr
hal-02357995,Quelques espaces de modules d'intersections complètes lisses qui sont quasi-projectifs,math,fr
hal-02358009,"Réduction stable en dimension supérieure [d'après Kollár, Hacon-Xu...]",math,fr
hal-02157383,"Chronique de jurisprudence administrative, Rubrique Institutions et Rubrique Coopération entre collectivités territoriales",shs,fr
hal-02507221,Quand l’art investit le corps migrant : la fabrique du réel,shs,fr
hal-02507229,"Ados, billon, planche de labour : les mots",sdv,fr
halshs-02210537,La « surpension » des fonctionnaires retraités d'outre-mer : une fraude sociale sous les cocotiers,shs,fr
halshs-02210625,Droit des brevets et du savoir-faire industriel,shs,fr
halshs-02209135,Les universités et le droit d'auteur : quels droits ? quels débiteurs ? quels bénéficiaires ?,shs,fr
hal-02056735,Modèles éthologiques pour la préhistoire ancienne,shs,fr
halshs-02209283,A propos de la prise en charge des droits de mutation à titre gratuit par le donateur,shs,fr
tel-02307133,Une approche basée sur le web sémantique pour l'étude de trajectoires de vie,info,fr
hal-02506841,Influence de l’accommodation plastique du contact sur la fissuration d’un acier soumis à des sollicitations de fretting fatigue,phys,fr
hal-01956776,« Le génie et l’effronté : lire Fernando Pessoa »,shs,fr
hal-01956789,« Portrait de Balzac en Homère toujours inachevé »,shs,fr
halshs-02262640,L'approche procédurale des ententes,shs,fr
halshs-02262677,L'avocat spécialiste en droit des personnes : professionnel qualifié au titre de l'article 255 (9°) du code civil,shs,fr
halshs-02209326,Le travail temporaire en Europe : un environnement juridique en évolution,shs,fr
halshs-02209458,La Cour de cassation s'oppose au pugilat verbal,shs,fr
hal-02056816,Biocapteurs à base de cristaux photoniques,spi,fr
hal-02056904,Former à la classe inversée en contexte de visioconférence : premières étapes d'une recherche orientée par la conception,info,fr
hal-01675006,Optimisation des réservoirs composites de stockage hyperbare de l’hydrogène : bilan du projet Osirhys IV,phys,fr
tel-02307247,Intégration de l'analyse de cycle de vie dans l'étude de la production électrique en milieux insulaires,spi,fr
tel-02441719,Le rôle de la région régulatrice en 3' du locus des chaines lourdes d'immunoglobulines sur le développement des lymphocytes B1,sdv,fr
halshs-02211216,La responsabilité de l'avocat unique rédacteur d'un acte juridique,shs,fr
tel-02308022,"ETUDE DES PROBLEMATIQUES D'INTEGRITE DES SIGNAUX, DE CEM ET DE FIABILITE DES COMPOSANTS ELECTRONIQUES",spi,fr
hal-02358331,Les externalités sociales permettent-elles de résoudre la controverse théorique des « petites coalitions stables » dans les accords environnementaux ?,shs,fr
halshs-02211420,Droit international privé,shs,fr
dumas-02456594,Analyse des besoins en soins aigus somatiques des patients hospitalisés en centre hospitalier spécialisé psychiatrique,sdv,fr
hal-02156213,Saint-Malo et le Canada au XVIe siècle : la puissance et l'oubli,shs,fr
hal-02406229,Axiomatique de Bachmann. L'approche algébrique ultime pour la géométrie plane,math,fr
halshs-02261739,Chronique Jurisprudence judiciaire française intéressant le droit de l'Union européenne - Droit des libertés de circulation : de la délicate mise en uvre de la directive « services »,shs,fr
dumas-01956067,"Facteurs prédictifs de réadmission à 1 mois des patients âgés de plus de 75 ans, évalués par l'équipe mobile de gériatrie lors d’un passage aux urgences et rentrés à domicile sans avoir été hospitalisés",sdv,fr
halshs-02207580,Définition de l'établissement distinct,shs,fr
halshs-02207601,Tumulte autour de la laïcité,shs,fr
halshs-02207633,"La loi n° 2003-1119 du 26 novembre 2003 relative à la maîtrise de l'immigration, au séjour des étrangers en France et à la nationalité",shs,fr
hal-00399552,Modélisation du couplage changement de phase-mécanique par la méthode des champs de phases et les techniques d'homogénéisation,phys,fr
hal-02056189,Le modèle de gestion des compétences à l’épreuve du contexte africain : le cas de la mise en place de la GPEC dans une grande banque gabonaise,shs,fr
hal-02456678,Modélisation de la prédiction de trajets de fissures sur la base de descripteurs morphologiques locaux : application à la génération de microstructures équivalentes dans les études du vieillissement des matériaux cimentaires,spi,fr
halshs-02261838,Bibliographie - DUROVIC (Mateja). - European Law on Unfair Commercial Practices and Contract Law / WEATHERILL (Stephen). - Contract Law of the Internal Market,shs,en
tel-02457731,Résolution des problèmes (W)CSP et #CSP par approches structurelles : Calcul et exploitation dynamique de décompositions arborescentes,info,fr
hal-01882281,Nouvelles modalités d'interaction pour des opérateurs de maintenance en milieu contraint : Contribution d'une approche conjointe FH et IHM dans le contexte d'un projet multipartenaire,info,fr
dumas-01907411,Évaluation des connaissances des employés de la SNCF de Marseille concernant la prise en charge immédiate de l'arrêt cardiorespiratoire et rôle du médecin traitant dans la sensibilisation et la formation aux gestes de premiers secours,sdv,fr
hal-01907429,L'ambivalence de la bonne administration de la justice,shs,fr
hal-01956687,Représentations et réinterprétations de la guerre de Troie dans la littérature et la pensée occidentales,shs,fr
hal-02056657,Suivi continu par vision de la distorsion d'outils au traitement thermique,spi,fr
hal-02056679,Vérification automatique de conformité des montages d'usinage par vision,spi,fr
hal-01957668,"La Grotte aux Points d’Aiguèze, petite sœur de la grotte Chauvet, et les recherches menées dans le cadre du projet ""Datation Grottes Ornées",sde,fr
hal-02458349,S’immerger : observer - prendre part - participer : Sur quelques conséquences d’une enquête ethnographique,shs,fr
tel-02507656,Valorisation des anas de lin sous forme de nanocelluloses,phys,fr
hal-02408093,"Expériences polonaises d'action culturelle en milieu urbain, N° 67",shs,fr
tel-02308211,Cycle de vie de nanoparticules dans l'organisme : biotransformations et biodégradaton.,phys,fr
hal-01907796,Sur la méthodologie du contrôle des opérations de préventions de la grêle,phys,fr
tel-02157473,Réponses écophysiologiques à une pollution d’origine anthropique chez un organisme sentinelle et conséquences sur le fonctionnement des bassins d’infiltration,sdv,fr
hal-02263187,Dialectique de la mesure et de la démesure dans l’œuvre de Sylvie Germain,shs,fr
hal-02263193,L’imaginaire de la cathédrale chez Chateaubriand,shs,fr
halshs-02211443,Le mythe de l'unité successorale,shs,fr
hal-02458150,Influence sur les indices de localisation du beamforming et de la compression de dynamique dans les audioprothèses,spi,fr
tel-02263650,Étude des niveaux de Rydberg de la série 4f14 6s nd de l'ytterbium. Mesure des champs critiques d'ionisation. Analyse expérimentale et théorique des structures hyperfines.,phys,fr
hal-02263734,Procédé d'insertion de données à la volée dans une base de données tatouées et dispositif associé,spi,fr
hal-02263758,"Place et rôle des composantes allochtones dans les industries lithiques taillées du site de Mourral (Trèbes, Aude), dans Plisson H. (dir.), Productions laminaires remarquables du midi de la France (fin du Néolithique, début de l'âge des métaux), rapport de PCR",shs,fr
dumas-01907726,"La sérialisation, une réponse à la contrefaçon",sdv,fr
dumas-01907660,Développement d'un modèle mathématique décrivant la toxicité de la trabectédine dans les sarcomes des tissus mous métastatiques et optimisation du schéma de dose,sdv,fr
halshs-02211576,Précisions utiles sur l'obligation de mise en garde du banquier,shs,fr
halshs-02211744,"L'indépendance des experts judiciaires, une actualité brûlante",shs,fr
tel-02057521,"Etude et optimisation des performances de l'instrument MXT, télescope X à micro-canaux, embarqué à bord de la mission spatiale d'astronomie SVOM",sdu,fr
hal-02057532,Applications de la Thermographie Infrarouge Quantitative en Mécanique des Matériaux : le rôle fondateur et fédérateur du LMA,spi,fr
tel-02057585,Vers un marqueur biochimique des dégénérescences lobaires fronto-temporales : variations quantitatives et profils protéiques de la protéine TDP43 dans différentes matrices biologiques,scco,fr
halshs-02202666,La protection animale au sein de l'Union européenne,shs,fr
halshs-02252842,Abus de dépendance économique : encore faut-il être client ou fournisseur pour être recevable à agir !,shs,fr
halshs-02252933,Exclusion d'un sociétaire et respect des droits de la défense,shs,fr
dumas-02002581,La motivation par le jeu en production écrite pour répondre aux besoins éducatifs particuliers des élèves de SEGPA,shs,fr
tel-02002608,Modélisation thermodynamique compositionnelle de la floculation des bruts asphalténiques,spi,fr
hal-02052363,"La fiscalité des entreprises et de leurs dirigeants. La fiscalité patrimoniale des dirigeants ; Note sous Loi numéro 2017-1837 du 30 décembre 2017 de finances pour 2018, Journal Officiel numéro 0305 du 31 décembre 2017",shs,fr
hal-02402478,Méthode inverse pour la détermination expérimentale des propriétés thermophysiques des matériaux à changement de phase,spi,fr
hal-01951672,"Guillemard, Mutel, Daullé et les portraits des Génovéfains",shs,fr
hal-02401641,Stockage d'information sur ADN,info,en
halshs-02201880,Les aides aux départs en vacances : quelques spécificités françaises,shs,fr
halshs-02201938,Règles applicables aux accords collectifs après la loi Travail,shs,fr
halshs-02451791,Les nouveaux modes de sollicitation des investisseurs,shs,fr
hal-02101596,Les 2820 complexes consonantiques cambodgiens du dictionnaire cambodgien-français d'Alain Daniel,scco,fr
hal-02401654,Une méthode de restauration d’images compressées JPEG2000 basée sur les EDP,info,fr
hal-02401744,Expérience et narration chez David Antin,shs,fr
hal-02401763,Réseau hybride d’Antennes Dipôles Magnéto-Electriques,spi,fr
hal-02501667,"La ‘liberté’ du libraire restreint la liberté des femmes : l’édition française du ""Décaméron"" de Boccace réalisée par Antoine Vérard (1485)"", p. 19-41",shs,fr
hal-02501773,"Communauté et environnement dans la fiction océanienne contemporaine (pêle-mêle sur quelques récits d'Albert Wendt, Alexis Wright, Patricia Grace, Chantal Spitz et Déwé Gorodé)",shs,fr
halshs-02451787,La future réforme du droit financier,shs,fr
halshs-02251075,"Fusions. Absorption. Disparition de la personne morale absorbée, Impossibilité de régulariser une action en justice introduite antérieurement, Impossibilité pour la société absorbante d'en reprendre la suite, Nécessité d'introduire une action nouvelle",shs,fr
halshs-02251090,Urbanisme commercial. La motivation des décisions de la Commission nationale d'équipement commercial est obligatoire,shs,fr
hal-02451034,Hypoventilation alvéolaire sévère révélant un shrinking lung syndrome lupique,sdv,fr
cea-02500829,Analyse du plutonium en solution par spectrophotométrie d'absorption: vue d'ensemble des techniques mises en oeuvre au Laboratoire de Conversion des Actinides et Radiolyse,phys,fr
hal-02151048,DEA de didactique des disciplines. Didactique des mathématiques. l'Entrée dans le monde de pensée fonctionnel en classe de seconde,phys,fr
halshs-02201159,Audiovisuel - Prévention - De nouvelles mesures de prévention des risques professionnels,shs,fr
halshs-02201187,Télévision - Étude - Diffusion de la fiction en 2016,shs,fr
halshs-02251168,Interventions économiques des collectivités locales,shs,fr
halshs-02251252,Le lien entre l'article 86 et l'article 90 paragraphe 1,shs,fr
dumas-02301310,Traitement des néoplasies intraépithéliales génitales par laser CO2 : étude rétrospective au CHU de Caen,sdv,fr
hal-02178593,La psychologie scolaire à Maurice : aide et conseil en direction de l'école et des familles,shs,fr
halshs-02452750,De la nécessité d'une véritable volonté de concertation,shs,fr
dumas-02452842,"Les listérioses : diagnostic, physiopathologie, prophylaxie",sdv,fr
hal-02152727,Une approche basée sur les MicroÉléments pour l'Évolution des Systèmes d'Information,info,fr
hal-02102492,Evaluation of 10 GbE links in Grid'5000,info,en
hal-02052530,"Société civile et offre de parts au public ; Note sous Cour de cassation, Chambre commerciale, 15 mars 2017, pourvoi numéro 14-18.452, JurisData numéro 2017-004504",shs,fr
hal-02102505,Hiérarchies algébriques de classes d'automates cellulaires,info,fr
hal-02102521,Produits de contraste et cerveau,scco,fr
hal-00456195,Séparation d'un mélange sous-déterminé de sources par simulation stochastique,spi,fr
halshs-02452938,L'abus de droit par abstention : vers un devoir d'exercer son droit,shs,fr
tel-01902775,"Étude des communautés microbiennes rhizosphériques de ligneux indigènes de sols anthropogéniques, issus d’effluents industriels",sdv,fr
tel-01902781,Résumé automatique multi-document dynamique,info,fr
hal-02100831,A quoi sert aujourd'hui la Cour de justice européenne ?,shs,fr
tel-01901740,Collecte et remontée multi-sauts de données issues de lecteurs RFID pour la surveillance d’infrastructures urbaines,info,fr
hal-02002089,Mise au point d'un nouveau modèle animal de pathologie vestibulaire,scco,fr
ujm-02002142,« Relation chronologique et comparatisme »,shs,fr
dumas-02052080,"Quelles sont les connaissances et les croyances sur les vaccinations dans la population consultant en médecine générale, à l'aube des onze vaccins obligatoires ?",sdv,fr
halshs-02452236,Chronique Droit du contentieux de l'UE - Confirmations sur l'article 102 TFUE : l'approche plus économique de l'abus (ex. compression des marges) ne dispense pas de procéder à une délimitation correcte du marché,shs,fr
hal-02452255,"Accessibilité dans les lieux publics, enjeu de dignité pour tous",shs,fr
tel-02452302,"Antennes optiques à nanogap alimentées électriquement, interactions entre optique et transport électronique",phys,fr
dumas-01952318,"Évaluation des impacts environnementaux des productions agricoles de la Biovallée (Drôme, 26) par Analyse de Cycle de Vie (ACV)",sdv,fr
halshs-02202582,Le budget de l'Union européenne après l'entrée en vigueur du traité de Lisbonne,shs,fr
halshs-02203014,"Le contrat d'entretien d'une installation de télécommunications, même si le fonctionnement d'un service public en dépend étroitement, ne constitue pas pour autant un contrat administratif",shs,fr
hal-02052598,Agilité organisationnelle et alignement stratégique : revue de la littérature et pistes de recherche,shs,fr
hal-02002882,Deux ou trois choses que nous savons d’eux : publics de cinéma,shs,fr
hal-02352772,Traitement d’air de bâtiments d’élevage par biofiltration : estimation de la production de N2O liée au traitement de l’ammoniac NH3,spi,fr
dumas-02402664,Évaluation de la flexibilité cognitive dans le trouble obsessionnel compulsif : étude de la validité de deux auto-questionnaires comparés à une tâche expérimentale,sdv,fr
halshs-02203138,La femme d'un bigame a droit à une prestation compensatoire après annulation du mariage,shs,fr
halshs-02203150,Preuve du mandat de gestion et responsabilité d'une société de bourse en cas de déficit d'un compte,shs,fr
halshs-02203161,La conciliation entre principes constitutionnels,shs,fr
halshs-02452135,"Chronique Union européenne et droits fondamentaux - Mandat européen, confiance mutuelle et présomption d'équivalence",shs,fr
hal-02402047,"Etude comparative des chaînes européennes de télévision publique - Analyse économique comparée, Rapport de synthèse 20 pages",shs,fr
hal-02102098,La théorie des cofinalités possibles et ses applications,info,fr
halshs-02252401,"Si l'actualité a permis de revenir sur la notion d'abus par discrimination dans l'affaire Aéroport de Paris c/ Commission précitée, elle a précisé, avec la décision ICI, celle de position dominante",shs,fr
halshs-02502763,"La gastronomie, un nouvel objet de politiques publiques?",shs,fr
hal-02052813,Synthèse sur le comportement des champs de bulles de cavitation ultrasonore dans une onde stationnaire plane en irradiations continue et découpée,chim,fr
hal-02006900,L’angoisse chez un poète symboliste : de l’arythmie cardiaque à l’harmonie avec le monde,shs,fr
hal-02357281,L'harmonie expliquée aux enfants,shs,fr
tel-02357331,Quelques contributions à la contrainte et à la statistique des équations différentielles dirigées par le mouvement brownien fractionnaire ainsi qu’à la sélection de modèle.,math,fr
hal-02457268,Le médianimateur de l’art contemporain. La question du public,shs,fr
halshs-02208765,Une définition civile du mariage (prière d'insérer),shs,fr
halshs-02208805,La sanction des dessous-de-table par la Cour de cassation,shs,fr
halshs-02208809,L'obligation de surveillance accessoire aux contrats de prestations de services,shs,fr
hal-02356389,Modèle Fast-Slow du couplage neurovasculaire,info,fr
halshs-02356432,"Compte rendu de Cecilia Gonzalez-Scavino et Aránzazu Sarría Buil (ed.), Militancias radicales. Narrar los sesenta y setenta desde el siglo XXI",shs,es
hal-02106095,Repenser l’âme sauvage en 1800,shs,fr
hal-02456244,MaSuRe : méta Matériau Surfacique Résonant - rapport à 2 ans,spi,fr
hal-02405973,Le droit d'inventaire des héritiers sur l'usufruit légué à leur mère,shs,fr
hal-02405992,Clause d'accroissement différence de nature (n'est pas forcément égale) différence de régime,shs,fr
